Product ID,Process temperature [K],Tool wear [min],Target
L54667,311.7,158,0
L54668,311.7,160,0
M22349,311.6,162,0
M22350,311.8,165,0
L54671,311.8,168,0
M22352,311.7,170,0
L54673,311.7,173,0
L54674,311.8,175,0
L54675,311.9,177,0
L54676,311.8,179,0
M22357,311.8,181,0
M22358,311.8,184,0
L54679,311.8,187,0
L54680,311.8,189,0
L54681,311.7,191,0
H36916,311.7,193,0
M22363,311.7,198,0
L54684,311.8,201,0
L54685,311.9,203,0
L54686,311.9,205,0
L54687,311.9,207,0
M22368,311.9,209,0
L54689,311.9,212,1
L54690,311.8,214,1
L54691,311.8,0,0
M22372,311.8,2,0
L54693,311.8,5,0
L54694,311.8,7,0
M22375,311.9,9,0
M22376,311.7,12,0
L54697,311.7,15,0
L54698,311.5,17,0
L54699,311.6,19,0
L54700,311.6,21,0
M22381,311.6,23,0
L54702,311.5,26,0
M22383,311.5,28,0
L54704,311.5,31,0
H36939,311.5,33,0
L54706,311.4,38,0
L54707,311.3,40,0
M22388,311.3,42,0
L54709,311.4,45,0
M22390,311.4,47,0
H36945,311.4,50,0
M22392,311.3,55,0
L54713,311.2,58,0
L54714,311.2,60,0
L54715,311.2,62,0
L54716,311.3,64,1
L54717,311.3,66,0
M22398,311.4,68,0
L54719,311.3,71,0
M22400,311.3,73,0
M22401,311.5,76,0
M22402,311.6,79,0
L54723,311.5,82,0
L54724,311.4,84,0
L54725,311.4,86,0
H36960,311.5,88,0
L54727,311.4,93,0
L54728,311.4,95,0
L54729,311.4,97,0
M22410,311.4,99,0
M22411,311.3,102,0
L54732,311.3,105,0
L54733,311.3,107,0
M22414,311.4,109,0
L54735,311.3,112,0
L54736,311.4,114,0
M22417,311.5,116,0
M22418,311.4,119,0
M22419,311.4,122,0
M22420,311.3,125,0
L54741,311.1,128,0
M22422,311.1,130,0
M22423,311.2,133,0
M22424,311.2,136,1
M22425,311.2,139,0
L54746,311.0,142,0
M22427,311.0,144,0
L54748,311.0,147,0
L54749,311.0,149,1
H36984,311.0,151,0
L54751,311.1,156,0
L54752,311.1,158,0
L54753,311.1,160,0
L54754,311.1,162,0
L54755,311.2,164,0
M22436,311.1,166,0
L54757,311.2,169,0
L54758,311.2,171,0
L54759,311.2,173,0
L54760,311.3,175,0
M22441,311.2,177,0
H36996,311.2,180,0
L54763,311.1,185,0
L54764,311.2,187,0
L54765,311.1,189,0
L54766,311.1,191,0
L54767,311.1,193,0
L54768,311.1,195,0
L54769,311.0,197,0
M22450,311.0,199,0
M22451,311.1,202,1
M22452,311.2,205,0
L54773,311.2,208,1
L54774,311.3,0,0
H37009,311.2,2,0
L54776,311.1,7,0
L54777,311.0,9,0
L54778,311.1,11,0
L54779,311.0,13,0
M22460,311.0,15,0
L54781,311.2,18,0
L54782,311.2,20,0
L54783,311.2,22,0
L54784,311.3,24,0
H37019,311.3,26,0
M22466,311.3,31,0
M22467,311.3,34,0
L54788,311.4,37,0
L54789,311.3,39,0
M22470,311.3,41,0
L54791,311.4,44,0
M22472,311.4,46,0
L54793,311.3,49,0
L54794,311.4,51,0
L54795,311.4,53,0
M22476,311.4,55,0
L54797,311.4,58,0
M22478,311.4,60,0
L54799,311.5,63,0
L54800,311.5,65,0
L54801,311.5,67,0
M22482,311.6,69,0
L54803,311.7,72,0
L54804,311.7,74,0
L54805,311.7,76,0
H37040,311.6,78,0
L54807,311.7,83,0
L54808,311.7,85,0
M22489,311.7,87,0
L54810,311.6,90,0
L54811,311.6,92,0
L54812,311.6,94,0
L54813,311.5,96,0
M22494,311.3,98,0
L54815,311.4,101,0
L54816,311.5,103,0
H37051,311.4,105,0
L54818,311.5,110,0
L54819,311.4,112,0
L54820,311.3,114,0
M22501,311.4,116,0
M22502,311.4,119,0
H37057,311.4,122,0
L54824,311.4,127,0
L54825,311.4,129,0
L54826,311.4,131,0
L54827,311.4,133,0
L54828,311.4,135,0
H37063,311.5,137,0
L54830,311.4,142,0
M22511,311.5,144,0
L54832,311.4,147,0
L54833,311.5,149,0
M22514,311.5,151,0
L54835,311.5,154,0
L54836,311.6,156,0
L54837,311.6,158,0
M22518,311.6,160,0
L54839,311.6,163,0
M22520,311.6,165,0
L54841,311.6,168,0
M22522,311.6,170,0
L54843,311.6,173,0
H37078,311.7,175,0
L54845,311.6,180,0
M22526,311.7,182,0
L54847,311.7,185,0
L54848,311.8,187,0
L54849,311.8,189,1
L54850,311.6,191,0
M22531,311.6,193,0
M22532,311.7,196,0
M22533,311.6,199,0
L54854,311.6,202,0
L54855,311.6,204,0
L54856,311.7,206,0
L54857,311.7,208,0
M22538,311.7,210,0
L54859,311.7,213,0
L54860,311.7,215,0
L54861,311.8,217,0
M22542,311.7,219,0
L54863,311.7,222,0
M22544,311.8,224,0
L54865,311.7,227,0
M22546,311.7,229,0
M22547,311.7,232,1
L54868,311.7,0,0
L54869,311.7,2,0
M22550,311.6,4,0
M22551,311.5,7,0
H37106,311.6,10,0
L54873,311.6,15,0
H37108,311.7,17,0
L54875,311.7,22,0
H37110,311.5,24,0
L54877,311.4,29,0
L54878,311.5,31,0
M22559,311.5,33,0
M22560,311.6,36,0
H37115,311.7,39,0
M22562,311.7,44,0
H37117,311.7,47,0
M22564,311.6,52,0
L54885,311.5,55,0
L54886,311.5,57,0
H37121,311.4,59,0
L54888,311.4,64,0
L54889,311.4,66,0
M22570,311.4,68,0
L54891,311.4,71,0
L54892,311.5,73,0
M22573,311.4,75,0
L54894,311.5,78,0
L54895,311.5,80,0
M22576,311.5,82,0
L54897,311.6,85,0
H37132,311.7,87,0
H37133,311.7,92,0
H37134,311.6,97,0
L54901,311.6,102,0
L54902,311.7,104,0
L54903,311.6,106,0
M22584,311.6,108,0
L54905,311.7,111,0
M22586,311.9,113,0
M22587,311.9,116,0
L54908,311.8,119,0
H37143,311.9,121,0
L54910,311.9,126,0
L54911,312.0,128,0
L54912,312.0,130,0
L54913,312.0,132,0
L54914,312.0,134,0
L54915,312.0,136,0
H37150,312.1,138,0
M22597,312.0,143,0
M22598,312.0,146,0
L54919,311.9,149,0
L54920,312.0,151,0
L54921,312.0,153,0
M22602,311.9,155,0
L54923,311.9,158,0
L54924,311.7,160,0
L54925,311.7,162,0
M22606,311.7,164,0
M22607,311.8,167,0
L54928,311.7,170,0
L54929,311.6,172,0
L54930,311.7,174,0
M22611,311.7,176,0
M22612,311.7,179,0
M22613,311.8,182,0
M22614,311.7,185,0
M22615,311.8,188,0
L54936,311.8,191,1
M22617,311.7,193,0
L54938,311.8,196,0
L54939,311.8,198,1
M22620,311.7,200,0
H37175,311.6,203,0
M22622,311.5,0,0
L54943,311.6,3,1
M22624,311.7,5,0
H37179,311.6,8,0
L54946,311.4,13,0
H37181,311.4,15,0
M22628,311.4,20,0
L54949,311.5,23,0
L54950,311.5,25,0
L54951,311.6,27,0
H37186,311.5,29,0
L54953,311.4,34,0
L54954,311.5,36,0
L54955,311.5,38,0
M22636,311.5,40,0
L54957,311.5,43,0
L54958,311.6,45,0
L54959,311.7,47,0
L54960,311.6,49,0
L54961,311.7,51,0
M22642,311.6,53,0
L54963,311.5,56,0
L54964,311.5,58,0
L54965,311.5,60,0
L54966,311.5,62,0
L54967,311.5,64,0
M22648,311.5,66,0
L54969,311.5,69,0
L54970,311.4,71,0
L54971,311.4,73,0
H37206,311.4,75,0
L54973,311.5,80,0
M22654,311.6,82,0
H37209,311.6,85,0
L54976,311.5,90,0
L54977,311.4,92,0
L54978,311.5,94,0
L54979,311.4,96,0
M22660,311.4,98,0
L54981,311.4,101,0
L54982,311.3,103,0
M22663,311.3,105,0
M22664,311.4,108,0
L54985,311.4,111,0
L54986,311.5,113,0
M22667,311.5,115,0
L54988,311.4,118,0
M22669,311.4,120,0
L54990,311.5,123,0
M22671,311.4,125,0
L54992,311.5,128,0
L54993,311.5,130,0
L54994,311.4,132,0
M22675,311.3,134,0
L54996,311.2,137,0
H37231,311.3,139,0
L54998,311.2,144,0
L54999,311.2,146,0
M22680,311.2,148,0
L55001,311.3,151,0
H37236,311.3,153,0
L55003,311.3,158,0
L55004,311.3,160,0
M22685,311.2,162,0
L55006,311.1,165,0
M22687,311.1,167,0
M22688,311.1,170,0
L55009,311.2,173,0
H37244,311.2,175,0
M22691,311.4,180,0
L55012,311.4,183,0
L55013,311.4,185,0
L55014,311.4,187,0
L55015,311.5,189,0
L55016,311.4,191,0
L55017,311.5,193,0
L55018,311.6,195,0
L55019,311.6,197,0
L55020,311.6,199,0
L55021,311.5,201,0
L55022,311.5,203,0
M22703,311.7,205,0
L55024,311.7,208,0
L55025,311.8,210,0
M22706,311.6,212,0
L55027,311.6,215,0
H37262,311.6,217,0
M22709,311.7,222,1
M22710,311.7,0,0
L55031,311.7,3,0
L55032,311.7,5,0
L55033,311.7,7,0
L55034,311.8,9,0
M22715,311.8,11,0
L55036,311.8,14,0
L55037,311.9,16,0
L55038,311.9,18,0
M22719,311.9,20,0
L55040,312.0,23,0
L55041,312.0,25,0
M22722,312.0,27,0
M22723,311.9,30,0
L55044,311.9,33,0
L55045,311.9,35,0
L55046,311.9,37,0
L55047,312.0,39,0
H37282,311.9,41,0
M22729,312.0,46,0
M22730,312.1,49,0
L55051,312.2,52,0
L55052,312.3,54,0
L55053,312.4,56,0
L55054,312.3,58,0
L55055,312.3,60,0
H37290,312.2,62,0
L55057,312.3,67,0
L55058,312.3,69,0
M22739,312.3,71,0
H37294,312.4,74,0
L55061,312.4,79,0
H37296,312.3,81,0
H37297,312.3,86,0
L55064,312.4,91,1
L55065,312.3,93,0
M22746,312.2,95,0
L55067,312.4,98,0
L55068,312.3,100,0
M22749,312.4,102,0
L55070,312.4,105,0
L55071,312.5,107,0
M22752,312.6,109,0
L55073,312.7,112,0
M22754,312.6,114,0
L55075,312.6,117,0
L55076,312.6,119,0
L55077,312.5,121,0
L55078,312.5,123,0
L55079,312.4,125,0
L55080,312.4,127,0
L55081,312.4,129,0
M22762,312.3,131,0
L55083,312.3,134,0
M22764,312.4,136,0
M22765,312.4,139,0
L55086,312.4,142,0
L55087,312.3,144,0
L55088,312.3,146,0
L55089,312.2,148,0
M22770,312.2,150,0
L55091,312.1,153,0
L55092,312.1,155,0
L55093,312.1,157,0
H37328,312.1,159,0
H37329,312.1,164,0
L55096,312.1,169,0
L55097,312.1,171,0
L55098,312.1,173,0
L55099,312.0,175,0
L55100,312.0,177,0
L55101,311.9,179,0
L55102,311.9,181,0
M22783,312.0,183,0
H37338,311.9,186,0
M22785,311.9,191,0
L55106,311.9,194,1
L55107,311.9,196,0
L55108,311.7,198,0
M22789,311.6,200,0
L55110,311.6,203,0
L55111,311.7,205,0
L55112,311.8,207,0
L55113,311.8,209,0
M22794,311.9,211,0
M22795,311.9,214,0
L55116,311.7,217,0
L55117,311.7,219,0
L55118,311.7,221,0
L55119,311.8,223,0
M22800,311.7,0,0
M22801,311.7,3,0
L55122,311.7,6,0
L55123,311.7,8,0
L55124,311.7,10,0
L55125,311.7,12,0
L55126,311.6,14,0
L55127,311.7,16,0
L55128,311.7,18,0
M22809,311.5,20,0
L55130,311.6,23,0
M22811,311.8,25,0
M22812,311.9,28,0
L55133,312.0,31,0
L55134,311.9,33,0
M22815,311.9,35,0
H37370,311.9,38,0
H37371,311.9,43,0
L55138,312.1,48,0
L55139,312.1,50,0
H37374,312.2,52,0
L55141,312.2,57,0
L55142,312.2,59,0
L55143,312.2,61,0
L55144,312.1,63,0
L55145,312.3,65,0
L55146,312.2,67,0
M22827,312.2,69,0
L55148,312.2,72,0
L55149,312.1,74,0
M22830,312.1,76,0
L55151,312.1,79,0
L55152,312.2,81,0
L55153,312.3,83,0
L55154,312.3,85,0
M22835,312.3,87,0
H37390,312.4,90,0
L55157,312.4,95,0
L55158,312.4,97,0
M22839,312.4,99,0
M22840,312.4,102,0
L55161,312.3,105,0
L55162,312.3,107,0
L55163,312.2,109,0
L55164,312.3,111,0
L55165,312.2,113,0
L55166,312.3,115,0
H37401,312.2,117,0
L55168,312.3,122,0
L55169,312.4,124,0
M22850,312.4,126,0
L55171,312.3,129,0
M22852,312.3,131,0
L55173,312.3,134,0
L55174,312.3,136,0
L55175,312.2,138,0
M22856,312.2,140,0
M22857,312.2,143,1
L55178,312.1,146,0
M22859,312.1,148,0
M22860,312.0,151,0
L55181,312.0,154,0
M22862,312.1,156,0
M22863,312.0,159,0
L55184,312.0,162,0
L55185,312.0,164,0
L55186,312.1,166,0
M22867,312.1,168,0
L55188,311.9,171,0
H37423,312.0,173,0
L55190,311.8,178,0
L55191,311.8,180,0
M22872,312.0,182,0
M22873,312.0,185,0
L55194,312.0,188,0
M22875,312.0,190,0
M22876,312.0,193,0
L55197,312.0,196,0
L55198,311.9,198,0
L55199,312.1,200,0
H37434,312.0,202,0
M22881,312.0,207,0
L55202,312.0,210,0
H37437,312.0,212,0
L55204,312.0,217,0
M22885,312.0,219,0
L55206,311.9,222,1
L55207,311.9,224,0
L55208,311.8,226,0
M22889,311.9,0,0
L55210,312.0,3,0
L55211,312.0,5,0
L55212,312.0,7,0
L55213,311.9,9,0
L55214,311.8,11,0
L55215,311.7,13,0
L55216,311.7,15,0
L55217,311.8,17,0
L55218,311.8,19,0
L55219,311.9,21,0
L55220,311.9,23,0
H37455,311.9,25,0
L55222,311.9,30,0
L55223,311.9,32,0
L55224,311.8,34,0
M22905,311.9,36,0
L55226,311.8,39,0
L55227,311.9,41,0
L55228,311.9,43,0
H37463,311.9,45,0
L55230,312.0,50,0
L55231,311.8,52,0
L55232,311.9,54,0
L55233,311.9,56,0
L55234,311.8,58,0
H37469,311.6,60,0
L55236,311.5,65,0
L55237,311.5,67,0
L55238,311.6,69,0
L55239,311.6,71,0
H37474,311.5,73,0
M22921,311.6,78,0
M22922,311.6,81,0
M22923,311.7,84,0
L55244,311.8,87,0
M22925,311.9,89,0
L55246,311.9,92,0
M22927,312.0,94,0
M22928,311.9,97,0
M22929,311.9,100,0
M22930,312.0,103,0
L55251,312.0,106,0
H37486,312.0,108,0
L55253,312.0,113,0
L55254,312.0,115,0
L55255,312.0,117,0
L55256,311.8,119,0
L55257,311.8,121,0
L55258,311.7,123,0
L55259,311.5,125,0
H37494,311.5,127,0
L55261,311.6,132,0
H37496,311.5,134,0
L55263,311.4,139,0
L55264,311.4,141,0
L55265,311.4,143,0
L55266,311.4,145,0
L55267,311.4,147,0
L55268,311.4,149,0
L55269,311.3,151,0
L55270,311.4,153,0
L55271,311.6,155,0
M22952,311.6,157,0
L55273,311.6,160,0
H37508,311.6,162,0
L55275,311.7,167,0
M22956,311.7,169,0
L55277,311.7,172,0
L55278,311.6,174,0
L55279,311.7,176,0
L55280,311.7,178,0
L55281,311.8,180,0
L55282,311.8,182,0
M22963,311.9,184,0
L55284,311.9,187,0
L55285,311.9,189,0
M22966,312.0,191,0
H37521,311.9,194,0
M22968,311.8,199,0
L55289,311.7,202,0
H37524,311.8,204,0
M22971,311.8,209,1
M22972,311.8,0,0
L55293,311.7,3,0
H37528,311.8,5,0
L55295,311.8,10,0
L55296,311.8,12,0
L55297,311.7,14,0
L55298,311.8,16,0
L55299,311.7,18,0
L55300,311.6,20,0
L55301,311.6,22,0
M22982,311.6,24,0
H37537,311.5,27,0
L55304,311.4,32,0
L55305,311.4,34,0
L55306,311.4,36,0
M22987,311.3,38,0
L55308,311.4,41,0
L55309,311.3,43,0
H37544,311.2,45,0
H37545,311.2,50,0
M22992,311.3,55,0
L55313,311.1,58,0
L55314,311.1,60,0
L55315,311.0,62,0
M22996,310.9,64,0
H37551,310.8,67,0
L55318,310.8,72,0
L55319,310.8,74,0
L55320,310.9,76,0
L55321,310.8,78,0
M23002,311.0,80,0
L55323,310.9,83,0
M23004,311.0,85,0
M23005,310.9,88,0
L55326,310.9,91,0
L55327,310.8,93,0
M23008,310.7,95,0
M23009,310.8,98,0
M23010,310.7,101,0
L55331,310.7,104,0
L55332,310.7,106,0
L55333,310.8,108,0
L55334,310.7,110,0
L55335,310.8,112,0
L55336,310.8,114,0
L55337,310.8,116,0
L55338,310.8,118,0
H37573,310.9,120,0
M23020,311.1,125,0
H37575,311.0,128,0
L55342,311.0,133,0
L55343,311.1,135,0
L55344,310.9,137,0
L55345,311.0,139,0
L55346,311.1,141,0
H37581,311.1,143,0
L55348,311.1,148,0
M23029,311.2,150,0
L55350,311.3,153,0
H37585,311.4,155,0
L55352,311.4,160,0
H37587,311.4,162,0
L55354,311.3,167,0
M23035,311.3,169,0
L55356,311.2,172,0
L55357,311.1,174,0
L55358,311.2,176,0
L55359,311.3,178,0
M23040,311.2,180,0
L55361,311.2,183,0
M23042,311.1,185,0
L55363,311.1,188,0
L55364,311.1,190,0
L55365,311.1,192,0
L55366,311.0,194,0
L55367,310.9,196,0
M23048,310.9,198,0
L55369,311.0,201,0
M23050,310.9,203,0
M23051,310.9,206,0
L55372,310.9,209,1
L55373,310.8,211,0
L55374,310.7,213,0
L55375,310.8,215,1
L55376,310.8,217,0
M23057,310.7,219,0
M23058,310.7,222,0
L55379,310.7,225,1
L55380,310.8,0,0
M23061,310.9,2,0
L55382,310.9,5,0
M23063,310.9,7,0
L55384,310.9,10,0
M23065,310.9,12,0
L55386,310.8,15,0
L55387,310.7,17,0
L55388,310.7,19,0
L55389,310.8,21,0
H37624,310.7,23,0
L55391,310.6,28,0
H37626,310.5,30,0
M23073,310.5,35,0
L55394,310.5,38,0
L55395,310.5,40,0
L55396,310.6,42,0
L55397,310.6,44,0
L55398,310.5,46,0
L55399,310.4,48,0
M23080,310.3,50,0
M23081,310.5,53,0
L55402,310.5,56,0
L55403,310.5,58,0
L55404,310.5,60,0
L55405,310.5,62,0
L55406,310.5,64,0
M23087,310.4,66,0
M23088,310.4,69,0
L55409,310.5,72,0
L55410,310.5,74,0
L55411,310.5,76,0
L55412,310.6,78,0
M23093,310.6,80,0
L55414,310.6,83,0
M23095,310.6,85,0
L55416,310.6,88,0
L55417,310.6,90,0
L55418,310.4,92,0
L55419,310.4,94,0
L55420,310.4,96,0
M23101,310.2,98,0
M23102,310.3,101,0
H37657,310.4,104,0
L55424,310.4,109,0
M23105,310.3,111,1
L55426,310.3,114,0
L55427,310.4,116,0
L55428,310.3,118,0
L55429,310.4,120,0
M23110,310.4,122,0
L55431,310.4,125,0
L55432,310.4,127,0
L55433,310.4,129,0
M23114,310.4,131,0
L55435,310.4,134,0
H37670,310.5,136,0
M23117,310.6,141,0
L55438,310.6,144,0
L55439,310.5,146,0
H37674,310.6,148,0
H37675,310.6,153,0
L55442,310.6,158,0
H37677,310.6,160,0
M23124,310.6,165,0
H37679,310.6,168,0
L55446,310.6,173,0
L55447,310.7,175,0
M23128,310.8,177,0
H37683,310.8,180,0
M23130,310.8,185,0
L55451,310.7,188,0
L55452,310.6,190,0
M23133,310.6,192,0
L55454,310.5,195,0
M23135,310.6,197,0
L55456,310.5,200,0
H37691,310.5,202,0
L55458,310.5,207,0
L55459,310.6,209,0
L55460,310.6,211,0
H37695,310.6,213,0
M23142,310.7,218,0
H37697,310.6,221,0
L55464,310.6,0,0
L55465,310.6,2,0
M23146,310.5,4,0
L55467,310.6,7,0
M23148,310.6,9,0
L55469,310.6,12,0
M23150,310.6,14,0
L55471,310.5,17,0
H37706,310.5,19,0
M23153,310.4,24,0
M23154,310.5,27,0
L55475,310.4,30,0
L55476,310.3,32,0
M23157,310.2,34,0
H37712,310.1,37,0
L55479,310.0,42,0
L55480,310.1,44,0
M23161,310.1,46,0
L55482,310.1,49,0
L55483,310.2,51,0
M23164,310.1,53,0
H37719,310.1,56,0
M23166,310.1,61,0
M23167,310.1,64,1
L55488,310.1,67,0
M23169,310.0,69,0
L55490,309.9,72,0
M23171,310.0,74,0
M23172,310.0,77,0
M23173,310.0,80,0
L55494,309.9,83,0
H37729,309.8,85,0
L55496,309.8,90,0
L55497,309.7,92,0
H37732,309.7,94,0
L55499,309.7,99,0
M23180,309.7,101,0
L55501,309.6,104,0
L55502,309.6,106,0
H37737,309.5,108,0
M23184,309.5,113,0
M23185,309.5,116,0
H37740,309.5,119,0
M23187,309.6,124,0
L55508,309.5,127,0
L55509,309.7,129,0
L55510,309.7,131,0
M23191,309.7,133,0
L55512,309.7,136,0
M23193,309.7,138,0
M23194,309.7,141,0
M23195,309.8,144,0
L55516,309.7,147,0
M23197,309.7,149,0
L55518,309.7,152,0
M23199,309.7,154,0
M23200,309.7,157,0
L55521,309.7,160,0
L55522,309.7,162,0
H37757,309.8,164,0
L55524,309.7,169,0
H37759,309.8,171,0
L55526,309.7,176,0
L55527,309.6,178,0
M23208,309.6,180,0
M23209,309.5,183,0
M23210,309.6,186,0
M23211,309.6,189,0
L55532,309.6,192,0
L55533,309.6,194,0
L55534,309.6,196,0
L55535,309.6,198,0
M23216,309.6,200,0
L55537,309.5,203,1
L55538,309.7,0,0
M23219,309.6,2,0
L55540,309.6,5,0
L55541,309.5,7,0
L55542,309.6,9,0
L55543,309.7,11,0
L55544,309.8,13,0
M23225,309.8,15,0
M23226,309.8,18,0
L55547,309.8,21,0
L55548,309.8,23,0
L55549,309.7,25,0
L55550,309.8,27,0
L55551,309.7,29,0
M23232,309.7,31,0
M23233,309.7,34,0
L55554,309.7,37,0
M23235,309.6,39,0
L55556,309.8,42,0
L55557,309.7,44,0
M23238,309.9,46,0
L55559,309.9,49,0
L55560,310.0,51,0
H37795,310.0,53,0
L55562,310.0,58,0
M23243,309.9,60,0
L55564,309.7,63,0
H37799,309.8,65,0
M23246,309.9,70,0
L55567,309.9,73,0
L55568,309.9,75,0
L55569,309.9,77,0
M23250,309.8,79,0
L55571,309.6,82,0
M23252,309.6,84,0
L55573,309.5,87,0
M23254,309.5,89,0
M23255,309.5,92,0
H37810,309.6,95,0
L55577,309.6,100,0
L55578,309.7,102,1
L55579,309.7,104,0
L55580,309.6,106,0
H37815,309.4,108,0
L55582,309.5,113,0
L55583,309.6,115,0
L55584,309.5,117,0
M23265,309.5,119,0
M23266,309.5,122,0
L55587,309.5,125,0
M23268,309.6,127,0
L55589,309.6,130,0
L55590,309.5,132,0
L55591,309.8,134,0
M23272,309.7,136,0
M23273,309.7,139,0
L55594,309.8,142,0
M23275,309.9,144,0
M23276,310.1,147,0
H37831,310.1,150,0
L55598,310.2,155,0
L55599,310.3,157,0
L55600,310.4,159,0
L55601,310.3,161,0
H37836,310.3,163,0
L55603,310.4,168,0
L55604,310.6,170,0
L55605,310.6,172,0
L55606,310.5,174,0
L55607,310.4,176,0
M23288,310.3,178,0
L55609,310.3,181,0
L55610,310.2,183,0
H37845,310.1,185,0
L55612,310.0,190,0
M23293,310.1,192,0
M23294,309.9,195,0
M23295,310.0,198,0
L55616,309.9,201,0
L55617,309.8,203,1
L55618,309.8,205,0
L55619,309.8,207,0
L55620,309.8,0,0
L55621,309.9,2,0
L55622,310.0,4,0
M23303,309.9,6,0
M23304,309.9,9,0
M23305,310.0,12,0
L55626,309.9,15,0
L55627,310.1,17,0
L55628,310.0,19,0
L55629,309.9,21,0
L55630,310.0,23,0
L55631,310.0,25,0
M23312,310.0,27,0
L55633,309.9,30,0
L55634,310.0,32,0
L55635,309.9,34,0
L55636,309.9,36,0
L55637,309.9,38,0
L55638,309.9,40,0
L55639,309.9,42,0
L55640,309.9,44,0
L55641,309.9,46,0
M23322,309.8,48,0
M23323,309.9,51,0
H37878,309.7,54,0
M23325,309.8,59,0
L55646,309.8,62,0
L55647,309.8,64,0
H37882,309.7,66,0
M23329,309.7,71,0
L55650,309.9,74,0
L55651,309.8,76,0
L55652,309.7,78,0
M23333,309.8,80,0
M23334,309.7,83,0
M23335,309.7,86,0
L55656,309.6,89,0
H37891,309.6,91,0
M23338,309.7,96,0
L55659,309.7,99,0
L55660,309.6,101,0
M23341,309.4,103,0
L55662,309.5,106,0
L55663,309.4,108,0
L55664,309.5,110,0
L55665,309.5,112,0
M23346,309.5,114,0
L55667,309.4,117,0
L55668,309.4,119,0
L55669,309.4,121,0
M23350,309.6,123,0
L55671,309.5,126,0
M23352,309.5,128,0
M23353,309.5,131,0
L55674,309.5,134,0
L55675,309.4,136,0
M23356,309.4,138,0
M23357,309.4,141,0
L55678,309.6,144,0
L55679,309.6,146,0
L55680,309.5,148,0
L55681,309.7,150,0
H37916,309.8,152,0
L55683,309.8,157,0
L55684,309.7,159,0
L55685,309.7,161,0
L55686,309.6,163,1
L55687,309.7,165,0
M23368,309.7,167,0
M23369,309.7,170,0
L55690,309.7,173,0
L55691,309.7,175,0
H37926,309.6,177,0
M23373,309.5,182,0
L55694,309.4,185,0
L55695,309.4,187,0
L55696,309.6,189,0
M23377,309.6,191,0
M23378,309.6,194,0
L55699,309.6,197,0
M23380,309.5,199,0
L55701,309.5,202,0
H37936,309.4,0,0
H37937,309.3,5,0
L55704,309.4,10,0
L55705,309.4,12,0
L55706,309.3,14,0
L55707,309.3,16,0
L55708,309.3,18,0
M23389,309.4,20,0
M23390,309.3,23,0
L55711,309.3,26,0
L55712,309.4,28,0
M23393,309.4,30,0
M23394,309.5,33,0
L55715,309.5,36,0
M23396,309.5,38,0
L55717,309.5,41,0
L55718,309.4,43,0
L55719,309.4,45,0
L55720,309.5,47,0
L55721,309.5,49,0
H37956,309.4,51,0
M23403,309.4,56,0
H37958,309.4,59,0
L55725,309.3,64,0
L55726,309.3,66,0
M23407,309.4,68,0
L55728,309.4,71,0
L55729,309.3,73,0
L55730,309.2,75,0
M23411,309.1,77,0
L55732,309.1,80,0
M23413,309.0,82,0
L55734,309.0,85,0
L55735,309.0,87,0
L55736,309.0,89,0
L55737,309.0,91,0
M23418,309.0,93,0
L55739,309.0,96,0
L55740,309.0,98,0
L55741,308.9,100,0
L55742,308.9,102,0
L55743,308.9,104,0
M23424,308.7,106,0
L55745,308.8,109,0
M23426,308.7,111,0
L55747,308.7,114,0
L55748,308.6,116,0
L55749,308.6,118,0
H37984,308.7,120,0
L55751,308.6,125,0
M23432,308.5,127,0
L55753,308.4,130,0
L55754,308.3,132,0
M23435,308.3,134,0
L55756,308.3,137,0
L55757,308.3,139,0
L55758,308.2,141,0
M23439,308.1,143,0
L55760,308.1,146,0
M23441,308.0,148,0
M23442,308.1,151,1
L55763,308.0,154,0
L55764,307.9,156,0
M23445,307.9,158,0
H38000,307.9,161,0
M23447,307.9,166,0
L55768,307.8,169,0
M23449,307.8,171,0
L55770,307.9,174,0
L55771,307.9,176,0
M23452,308.0,178,0
M23453,308.0,181,0
L55774,308.0,184,0
M23455,308.2,186,0
L55776,308.2,189,0
L55777,308.3,191,0
L55778,308.3,193,0
L55779,308.4,195,0
L55780,308.3,197,0
H38015,308.2,199,0
L55782,308.1,204,0
H38017,308.0,206,0
L55784,308.2,211,0
L55785,308.4,213,0
M23466,308.4,215,0
L55787,308.4,218,0
L55788,308.4,220,1
L55789,308.3,222,1
L55790,308.3,0,0
L55791,308.3,2,0
L55792,308.4,4,0
M23473,308.5,6,0
L55794,308.5,9,0
L55795,308.6,11,0
L55796,308.6,13,0
L55797,308.6,15,0
L55798,308.7,17,0
H38033,308.6,19,0
L55800,308.5,24,0
M23481,308.5,26,0
L55802,308.3,29,0
M23483,308.3,31,0
H38038,308.4,34,0
L55805,308.3,39,0
L55806,308.2,41,0
L55807,308.3,43,0
L55808,308.4,45,0
H38043,308.5,47,0
L55810,308.4,52,0
H38045,308.3,54,0
L55812,308.3,59,0
L55813,308.3,61,0
L55814,308.3,63,0
L55815,308.3,65,0
L55816,308.4,67,0
L55817,308.5,69,0
L55818,308.5,71,0
L55819,308.4,73,0
L55820,308.6,75,0
M23501,308.5,77,0
M23502,308.4,80,0
L55823,308.5,83,0
M23504,308.5,85,0
M23505,308.6,88,0
L55826,308.6,91,0
L55827,308.5,93,0
M23508,308.4,95,0
L55829,308.4,98,0
H38064,308.3,100,0
